# What the published sources actually say about indoor light — 562 rows from 80 publishers — compilation CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/) — attribution: GrowSpot — growspotapp.com
# Quotes remain the property of the publisher named in each row.
publisher,source_url,appears_on,subject,value_as_published,quote,read_on
hort.extension.wisc.edu,https://hort.extension.wisc.edu/articles/monstera-deliciosa/,https://growspotapp.com/guides/why-is-my-monstera-not-splitting/,What it says about the holes,Why they might exist,"""The fenestrations (holes in the leaves) theoretically are a way of allowing high winds to pass through the large leaves without tearing them.""",30 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/fiddle-leaf-fig-north-facing-window/,What it says a fiddle leaf fig needs,400 FC (80 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/fiddle-leaf-fig-north-facing-window/,What it says a fiddle leaf fig needs,at least 400 foot-candles,Fiddle leaf fig — leaf-drop threshold,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/fiddle-leaf-fig-south-facing-window/,What it says a fiddle leaf fig needs,400 FC (80 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/fiddle-leaf-fig-south-facing-window/,What it says a fiddle leaf fig needs,at least 400 foot-candles,Fiddle leaf fig — leaf-drop threshold,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/golden-pothos-west-facing-window/,What it says a golden pothos needs,100 foot-candles,Pothos — minimum indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/golden-pothos-west-facing-window/,What it says a golden pothos needs,200 foot-candles,Pothos — good indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/how-much-light-does-a-fiddle-leaf-fig-need/,What it says a fiddle leaf fig needs,400 FC (80 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/how-much-light-does-a-fiddle-leaf-fig-need/,What it says a fiddle leaf fig needs,at least 400 foot-candles,Fiddle leaf fig — leaf-drop threshold,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/how-much-light-does-a-monstera-need/,What it says a monstera needs,100 FC (20 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/how-much-light-does-a-monstera-need/,What it says a monstera needs,200 FC (40 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/how-much-light-does-a-peace-lily-need/,What it says a peace lily needs,100 foot-candles,Peace Lily — minimum indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/how-much-light-does-a-peace-lily-need/,What it says a peace lily needs,200 foot-candles,Peace Lily — good indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/how-much-light-does-a-pothos-need/,What it says a pothos needs,100 foot-candles,Pothos — minimum indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/how-much-light-does-a-pothos-need/,What it says a pothos needs,200 foot-candles,Pothos — good indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/how-much-light-does-a-snake-plant-need/,What it says a snake plant needs,100 foot-candles,Sansevieria — minimum indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/how-much-light-does-a-snake-plant-need/,What it says a snake plant needs,200 foot-candles,Sansevieria — good indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/jade-plant-north-facing-window/,What it says a jade plant needs,200 FC (40 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/jade-plant-north-facing-window/,What it says a jade plant needs,400 FC (80 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/jade-plant-south-facing-window/,What it says a jade plant needs,200 FC (40 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/jade-plant-south-facing-window/,What it says a jade plant needs,400 FC (80 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/leggy-houseplants/,The floor it gives,30-50 FC,Publisher · Dracaena — observed survival note,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/monstera-east-facing-window/,What it says a monstera needs,100 FC (20 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/monstera-east-facing-window/,What it says a monstera needs,200 FC (40 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/monstera-north-facing-window/,What it says a monstera needs,100 FC (20 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/monstera-north-facing-window/,What it says a monstera needs,200 FC (40 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/monstera-south-facing-window/,What it says a monstera needs,100 FC (20 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/monstera-south-facing-window/,What it says a monstera needs,200 FC (40 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/orchid-south-facing-window/,What it says a orchid needs,200 FC (40 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/orchid-south-facing-window/,What it says a orchid needs,400 FC (80 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/parlor-palm-east-facing-window/,What it says a parlor palm needs,100 FC (20 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/parlor-palm-east-facing-window/,What it says a parlor palm needs,200 FC (40 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/peace-lily-south-facing-window/,What it says a peace lily needs,100 foot-candles,Peace Lily — minimum indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/peace-lily-south-facing-window/,What it says a peace lily needs,200 foot-candles,Peace Lily — good indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/peace-lily-west-facing-window/,What it says a peace lily needs,100 foot-candles,Peace Lily — minimum indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/peace-lily-west-facing-window/,What it says a peace lily needs,200 foot-candles,Peace Lily — good indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/philodendron-south-facing-window/,What it says a philodendron needs,100 foot-candles,Philodendron Vines — minimum indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/philodendron-south-facing-window/,What it says a philodendron needs,200 foot-candles,Philodendron Vines — good indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/pothos-east-facing-window/,What it says a pothos needs,100 foot-candles,Pothos — minimum indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/pothos-east-facing-window/,What it says a pothos needs,200 foot-candles,Pothos — good indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/prayer-plant-east-facing-window/,What it says a prayer plant needs,100 FC (20 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/prayer-plant-east-facing-window/,What it says a prayer plant needs,200 FC (40 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/rubber-plant-east-facing-window/,What it says a rubber plant needs,400 FC (80 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/rubber-plant-east-facing-window/,What it says a rubber plant needs,800 FC (160 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/rubber-plant-west-facing-window/,What it says a rubber plant needs,400 FC (80 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/rubber-plant-west-facing-window/,What it says a rubber plant needs,800 FC (160 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/snake-plant-south-facing-window/,What it says a snake plant needs,100 foot-candles,Sansevieria — minimum indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/snake-plant-south-facing-window/,What it says a snake plant needs,200 foot-candles,Sansevieria — good indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/snake-plant-west-facing-window/,What it says a snake plant needs,100 foot-candles,Sansevieria — minimum indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/snake-plant-west-facing-window/,What it says a snake plant needs,200 foot-candles,Sansevieria — good indirect light,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/spider-plant-west-facing-window/,What it says a spider plant needs,200 FC (40 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/spider-plant-west-facing-window/,What it says a spider plant needs,400 FC (80 µmol) foot-candles,good indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/zz-plant-north-facing-window/,What it says a ZZ plant needs,100 FC (20 µmol) foot-candles,minimum indirect light level,29 August 2026
houseplantjournal.com,https://www.houseplantjournal.com/bright-indirect-light-requirements-by-plant/,https://growspotapp.com/guides/zz-plant-north-facing-window/,What it says a ZZ plant needs,200 FC (40 µmol) foot-candles,good indirect light level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/fiddle-leaf-fig-north-facing-window/,What it says a fiddle leaf fig needs,400–800 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/fiddle-leaf-fig-south-facing-window/,What it says a fiddle leaf fig needs,400–800 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/golden-pothos-west-facing-window/,What it says a golden pothos needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/how-much-light-does-a-fiddle-leaf-fig-need/,What it says a fiddle leaf fig needs,400–800 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/how-much-light-does-a-monstera-need/,What it says a monstera needs,200–400 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/how-much-light-does-a-monstera-need/,What it says a monstera needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/how-much-light-does-a-peace-lily-need/,What it says a peace lily needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/how-much-light-does-a-pothos-need/,What it says a pothos needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/how-much-light-does-a-snake-plant-need/,What it says a snake plant needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/jade-plant-north-facing-window/,What it says a jade plant needs,400–800 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/jade-plant-south-facing-window/,What it says a jade plant needs,400–800 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/monstera-east-facing-window/,What it says a monstera needs,200–400 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/monstera-east-facing-window/,What it says a monstera needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/monstera-north-facing-window/,What it says a monstera needs,200–400 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/monstera-north-facing-window/,What it says a monstera needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/monstera-south-facing-window/,What it says a monstera needs,200–400 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/monstera-south-facing-window/,What it says a monstera needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/orchid-south-facing-window/,What it says a orchid needs,100–200 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/parlor-palm-east-facing-window/,What it says a parlor palm needs,100–200 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/peace-lily-south-facing-window/,What it says a peace lily needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/peace-lily-west-facing-window/,What it says a peace lily needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/philodendron-south-facing-window/,What it says a philodendron needs,200–400 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/philodendron-south-facing-window/,What it says a philodendron needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/pothos-east-facing-window/,What it says a pothos needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/prayer-plant-east-facing-window/,What it says a prayer plant needs,100–200 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/rubber-plant-east-facing-window/,What it says a rubber plant needs,200–400 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/rubber-plant-west-facing-window/,What it says a rubber plant needs,200–400 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/snake-plant-south-facing-window/,What it says a snake plant needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/snake-plant-west-facing-window/,What it says a snake plant needs,50–100 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/spider-plant-west-facing-window/,What it says a spider plant needs,100–200 foot-candles,chart fc level,29 August 2026
houseplantsnook.com,https://houseplantsnook.com/light-chart-of-50-popular-houseplants,https://growspotapp.com/guides/zz-plant-north-facing-window/,What it says a ZZ plant needs,50–100 foot-candles,chart fc level,29 August 2026
hyanniscountrygarden.com,https://www.hyanniscountrygarden.com/bringing-plants-indoors-in-the-fall/,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,50 °F,Stated as a night-time low,29 August 2026
ipm.cahnr.uconn.edu,https://ipm.cahnr.uconn.edu/reduce-greenhouse-humidity/,https://growspotapp.com/guides/do-indoor-plants-need-air-circulation/,What it says air movement does,1/15 horsepower,"""The horizontal air flow (HAF) system gives good circulation and mixing with small fans (1/15 horsepower, 12&quot; to 20&quot; diameter).""",30 August 2026
ipm.cahnr.uconn.edu,https://ipm.cahnr.uconn.edu/reduce-greenhouse-humidity/,https://growspotapp.com/guides/do-indoor-plants-need-air-circulation/,What it says air movement does,20–40% higher,"""In a dense canopy of foliage the relative humidity can be 20% – 40% higher than the air above it do to stratification. Continuous air circulation helps to reduce this stratification. This keeps the leaf temperature higher.""",30 August 2026
ipm.cahnr.uconn.edu,https://ipm.cahnr.uconn.edu/reduce-greenhouse-humidity/,https://growspotapp.com/guides/do-indoor-plants-need-air-circulation/,What it says air movement does,Run continuously,"""Fans are run continuously except when the exhaust fans are on.""",30 August 2026
ipm.ucanr.edu,https://ipm.ucanr.edu/home-and-landscape/houseplant-problems/,https://growspotapp.com/guides/why-is-my-plant-not-growing/,How many causes it names,5,"""Decline in houseplant health is most commonly associated with improper watering (too much or too little water provided), improper fertilization amounts, root diseases, poor sanitation, and adverse environmental conditions, such as low light intensity or low relative humidity.""",30 August 2026
ipm.ucanr.edu,https://ipm.ucanr.edu/PMG/PESTNOTES/pn74172.html,https://growspotapp.com/guides/do-indoor-plants-need-air-circulation/,What it says air movement does,"Indoors, disease is the exception","""Disease only occasionally plays an important role in the indoor life of a houseplant, provided it was healthy when purchased or obtained.""",30 August 2026
lancaster.unl.edu,https://lancaster.unl.edu/success-houseplants-humidity/,https://growspotapp.com/guides/ideal-humidity-for-houseplants/,The figure it gives,30–50%,"For people, on the same page: ""The Mayo Clinic recommends indoor humidity stay between 30-50% for human health and comfort"".",30 August 2026
lancaster.unl.edu,https://lancaster.unl.edu/success-houseplants-humidity/,https://growspotapp.com/guides/ideal-humidity-for-houseplants/,The figure it gives,70–80%,"""For plants, humidity requirements vary by species, but generally 70-80% is best.""",30 August 2026
lancaster.unl.edu,https://lancaster.unl.edu/success-houseplants-humidity/,https://growspotapp.com/guides/plants-for-dry-air/,What it says plants need,70–80%,"""For plants, humidity requirements vary by species, but generally 70-80% is best."" The same page puts the human range at 30–50%.",30 August 2026
lancaster.unl.edu,https://lancaster.unl.edu/success-houseplants-humidity/,https://growspotapp.com/guides/plants-for-dry-air/,What it says plants need,Misting: no,"""Misting plants is not an effective solution. You would need to mist plants on a very frequent basis, every few minutes, to make any real difference in overall air humidity levels.""",30 August 2026
libguides.nybg.org,https://libguides.nybg.org/prayerplant,https://growspotapp.com/guides/prayer-plant-east-facing-window/,What it says,"A shady window, or a sheer curtain","""The exceptional leaf color fades in the sun, so keep plants in partial shade, for instance, a shady window or protected from the strongest light by a sheer curtain.""",30 August 2026
libguides.nybg.org,https://libguides.nybg.org/prayerplant,https://growspotapp.com/guides/prayer-plant-east-facing-window/,What it says,Humidity well above 50%,"""Keep a simple hygrometer near the plant to check that the humidity is staying well above 50%.""",30 August 2026
libguides.nybg.org,https://libguides.nybg.org/troubleshootingorchids,https://growspotapp.com/guides/check-light-without-an-app/,How it describes a bright spot's shadow,"""well-defined shadow""",where to hold your hand,29 August 2026
livelyroot.com,https://www.livelyroot.com/blogs/plant-care/low-light-bathroom-plants,https://growspotapp.com/guides/bathroom-plants/,What it says,Even the tolerant ones,"""Even no light bathroom plants need some form of brightness to keep growing"", and they ""do best with low artificial light rather than darkness.""",30 August 2026
livelyroot.com,https://www.livelyroot.com/blogs/plant-care/low-light-bathroom-plants,https://growspotapp.com/guides/can-i-put-a-plant-in-the-shower/,What it says about the steam,But the light decides,"""Most bathrooms are not bright, so the best plants for low-light bathroom spaces need to handle shade and work with artificial light.""",30 August 2026
livelyroot.com,https://www.livelyroot.com/blogs/plant-care/low-light-bathroom-plants,https://growspotapp.com/guides/can-i-put-a-plant-in-the-shower/,What it says about the steam,Even the tolerant ones,"""Even no light bathroom plants need some form of brightness to keep growing"", and they ""do best with low artificial light rather than darkness.""",30 August 2026
livelyroot.com,https://www.livelyroot.com/blogs/plant-care/low-light-bathroom-plants,https://growspotapp.com/guides/can-i-put-a-plant-in-the-shower/,What it says about the steam,The reason to do it,"""Good bathroom plants usually enjoy warmth, steam, and a little extra moisture in the air.""",30 August 2026
mc.edu,https://www.mc.edu/offices/energy/mc-guidelines,https://growspotapp.com/guides/plants-for-a-classroom/,What the building is set to,55 °F,"""The unoccupied temperature setting shall be 55°F (i.e. setback)."" That is 12.8 °C.",30 August 2026
mc.edu,https://www.mc.edu/offices/energy/mc-guidelines,https://growspotapp.com/guides/plants-for-a-classroom/,What the building is set to,60 °F,"""This may be adjusted to a 60°F setting during extreme weather.""",30 August 2026
mc.edu,https://www.mc.edu/offices/energy/mc-guidelines,https://growspotapp.com/guides/plants-for-a-classroom/,What the building is set to,Cooling off entirely,"""During unoccupied times, the air conditioning equipment shall be off.""",30 August 2026
missouribotanicalgarden.org,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b451,https://growspotapp.com/guides/jade-plant-north-facing-window/,What it says,"Bright, with afternoon shade","""Plants need bright light, but appreciate some afternoon shade.""",30 August 2026
missouribotanicalgarden.org,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b451,https://growspotapp.com/guides/jade-plant-south-facing-window/,What it says,"Bright, with afternoon shade","""Plants need bright light, but appreciate some afternoon shade.""",30 August 2026
missouribotanicalgarden.org,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b604,https://growspotapp.com/guides/prayer-plant-east-facing-window/,What it says,"Bright, but no strong direct sun","""It performs well in a soil-based potting mix and with bright indoor light but no strong direct sun.""",30 August 2026
mobilane.com,https://mobilane.com/en/news/the-importance-of-light-for-interior-planting/,https://growspotapp.com/guides/leggy-houseplants/,The floor it gives,"500-1,000 lux",Green-wall manufacturer · Most indoor plants — healthy growth,29 August 2026
nature.com,https://www.nature.com/articles/s41370-019-0175-9,https://growspotapp.com/guides/bedroom-plants/,What it says,"10–1000 per m², in the paper itself","""necessitating the placement of 10–1000 … per m² of a building's floor space for the combined VOC-removing ability by potted plants to achieve the same removal rate that outdoor-to-indoor air exchange already provides in typical buildings""",30 August 2026
ndsu.edu,https://www.ndsu.edu/agriculture/extension/measure-humidity-level-avoid-dry-skin-respiratory-irritations-and-excess-moisture,https://growspotapp.com/guides/ideal-humidity-for-houseplants/,The figure it gives,30 to 40 percent,"""The recommended humidity level during the winter months is 30 to 40 percent"", because ""A relative humidity above about 40 percent increases the potential for condensation on windows and other cool surfaces.""",30 August 2026
ndsu.edu,https://www.ndsu.edu/agriculture/extension/measure-humidity-level-avoid-dry-skin-respiratory-irritations-and-excess-moisture,https://growspotapp.com/guides/plants-near-a-radiator/,What it says,30 to 40 percent,"""The recommended humidity level during the winter months is 30 to 40 percent.""",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/are-light-meter-apps-accurate/,What it measures in,Lux,"""Daylight penetrating windows into a building can provide illuminance levels of around 200–300 lux"", against sunlight that ""can reach 100 000 lux on the ground.""",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/full-sun-indoor-plants/,The figure,100 000 lux,"""Sunlight is extremely bright and its illuminance can reach 100 000 lux on the ground""; overcast daylight is ""at least 5000 lux"".",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/how-bright-is-the-middle-of-a-room/,What it says about distance,200–300 lux,"""Daylight penetrating windows into a building can provide illuminance levels of around 200–300 lux in typical naturally lit offices for most of the day.""",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/how-many-lux-do-plants-need/,The figure,100 000 lux,"""Sunlight is extremely bright and its illuminance can reach 100 000 lux on the ground."" Overcast is still ""at least 5000 lux"".",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/how-many-lux-do-plants-need/,The figure,150 / 300 / 500 lux,"Recommended task levels: circulation areas 150, classroom desk 300, office desk 500.",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/how-many-lux-do-plants-need/,The figure,200–300 lux,"""Daylight penetrating windows into a building can provide illuminance levels of around 200–300 lux in typical naturally lit offices for most of the day.""",30 August 2026
